5325508.000000,2.722878,-32.912388,1.182613
5325509.000000,2.722878,-32.912388,1.182613
5325510.000000,2.722878,-32.912388,1.182613
5325511.000000,2.722878,-32.912388,1.182613
5325512.000000,2.722878,-32.912388,1.182613
5325513.000000,2.722878,-32.912388,1.182613
5325514.000000,2.722878,-32.912388,1.182613
5325515.000000,2.722878,-32.912388,1.182613
5325516.000000,2.722878,-32.912388,1.182613
5325517.000000,2.722878,-32.912388,1.182613
5325518.000000,2.722878,-32.912388,1.182613
5325519.000000,2.722878,-32.912388,1.182613
5325520.000000,2.722878,-32.912388,1.182613
5325521.000000,2.722878,-32.912388,1.182613
5325522.000000,2.722878,-32.912388,1.182613
5325523.000000,2.722878,-32.912388,1.182613
5325524.000000,2.722878,-32.912388,1.182613
5325525.000000,2.722878,-32.912388,1.182613
5325526.000000,2.722878,-32.912388,1.182613
5325527.000000,2.722878,-32.912388,1.182613
5325528.000000,2.722878,-32.912388,1.182613
5325529.000000,2.722878,-32.912388,1.182613
5325530.000000,2.722878,-32.912388,1.182613
5325531.000000,2.722878,-32.912388,1.182613
5325532.000000,2.722878,-32.912388,1.182613
5325533.000000,2.722878,-32.912388,1.182613
5325534.000000,2.722878,-32.912388,1.182613
5325535.000000,2.722878,-32.912388,1.182613
5325536.000000,2.722878,-32.912388,1.182613
5325537.000000,2.722878,-32.912388,1.182613
5325538.000000,2.722878,-32.912388,1.182613
5325539.000000,2.722878,-32.912388,1.182613
5325540.000000,2.722878,-32.912388,1.182613
5325541.000000,2.722878,-32.912388,1.182613
5325542.000000,2.722878,-32.912388,1.182613
5325543.000000,2.722878,-32.912388,1.182613
5325544.000000,2.722878,-32.912388,1.182613
5325545.000000,2.722878,-32.912388,1.182613
5325546.000000,2.722878,-32.912388,1.182613
5325547.000000,2.722878,-32.912388,1.182613
5325548.000000,2.722878,-32.912388,1.182613
5325549.000000,2.722878,-32.912388,1.182613
5325550.000000,2.722878,-32.912388,1.182613
5325551.000000,2.722878,-32.912388,1.182613
5325552.000000,2.722878,-32.912388,1.182613
5325553.000000,2.722878,-32.912388,1.182613
5325554.000000,2.722878,-32.912388,1.182613
5325555.000000,2.722878,-32.912388,1.182613
5325556.000000,2.722878,-32.912388,1.182613
5325557.000000,2.722878,-32.912388,1.182613
5325558.000000,2.722878,-32.912388,1.182613
5325559.000000,2.722878,-32.912388,1.182613
5325560.000000,2.722878,-32.912388,1.182613
5325561.000000,2.722878,-32.912388,1.182613
5325562.000000,2.722878,-32.912388,1.182613
5325563.000000,2.722878,-32.912388,1.182613
5325564.000000,2.722878,-32.912388,1.182613
5325565.000000,2.722878,-32.912388,1.182613
5325566.000000,2.722878,-32.912388,1.182613
5325567.000000,2.722878,-32.912388,1.182613
5325568.000000,2.722878,-32.912388,1.182613
5325569.000000,2.722878,-32.912388,1.182613
5325570.000000,2.722878,-32.912388,1.182613
5325571.000000,2.722878,-32.912388,1.182613
5325572.000000,2.722878,-32.912388,1.182613
5325573.000000,2.722878,-32.912388,1.182613
5325574.000000,2.722878,-32.912388,1.182613
5325575.000000,2.722878,-32.912388,1.182613
5325576.000000,2.722878,-32.912388,1.182613
5325577.000000,2.722878,-32.912388,1.182613
5325578.000000,2.722878,-32.912388,1.182613
5325579.000000,2.722878,-32.912388,1.182613
5325580.000000,2.722878,-32.912388,1.182613
5325581.000000,2.722878,-32.912388,1.182613
5325582.000000,2.722878,-32.912388,1.182613
5325583.000000,2.722878,-32.912388,1.182613
5325584.000000,2.722878,-32.912388,1.182613
5325585.000000,2.722878,-32.912388,1.182613
5325586.000000,2.722878,-32.912388,1.182613
5325587.000000,2.722878,-32.912388,1.182613
5325588.000000,2.722878,-32.912388,1.182613
5325589.000000,2.722878,-32.912388,1.182613
5325590.000000,2.722878,-32.912388,1.182613
5325591.000000,2.722878,-32.912388,1.182613
5325592.000000,2.722878,-32.912388,1.182613
5325593.000000,2.722878,-32.912388,1.182613
5325594.000000,2.722878,-32.912388,1.182613
5325595.000000,2.722878,-32.912388,1.182613
5325596.000000,2.722878,-32.912388,1.182613
5325597.000000,2.722878,-32.912388,1.182613
5325598.000000,2.722878,-32.912388,1.182613
5325599.000000,2.722878,-32.912388,1.182613
5325600.000000,2.722878,-32.912388,1.182613
5325601.000000,2.722878,-32.912388,1.182613
5325602.000000,2.722878,-32.912388,1.182613
5325603.000000,2.722878,-32.912388,1.182613
5325604.000000,2.722878,-32.912388,1.182613
5325605.000000,2.722878,-32.912388,1.182613
5325606.000000,2.722878,-32.912388,1.182613
5325607.000000,2.722878,-32.912388,1.182613
